SYMBOL,PRICE,TARGET,SCORE,RSI,DEBT_EQUITY,SECTOR,VOL_SURGE
HINDCOMPOS,391.85,450.63,8,51.4,0.0,Consumer Cyclical,0.58
HINDCON,24.78,28.5,4,72.46,0.11,Basic Materials,5.47
HINDCOPPER,522.3,600.64,10,52.35,0.05,Basic Materials,0.53
HINDOILEXP,141.63,162.87,8,55.29,0.06,Energy,1.21
HINDPETRO,358.0,411.7,8,47.39,1.11,Energy,1.03
HINDUNILVR,2133.2,2453.18,8,46.4,0.04,Consumer Defensive,1.17
HINDWAREAP,201.34,231.54,8,49.24,1.19,Consumer Cyclical,0.46
HINDZINC,558.5,642.28,10,52.88,0.88,Basic Materials,0.47
HIRECT,706.2,812.13,4,49.62,1.09,Industrials,0.5
HISARMETAL,148.0,170.2,8,50.62,1.07,Basic Materials,0.3
HITECH,85.71,98.57,6,60.26,0.21,Basic Materials,0.91
HITECHCORP,143.47,164.99,8,54.98,0.47,Consumer Cyclical,0.44
HITECHGEAR,589.45,677.87,8,47.65,0.0,General,0.43
HLEGLAS,294.0,338.1,8,49.34,0.0,General,0.84
HLVLTD,7.76,8.92,8,55.7,0.0,General,0.46
HMAAGRO,21.96,25.25,4,38.16,0.0,General,5.87
HMT,64.08,73.69,10,61.68,0.0,General,0.36
HMVL,66.3,76.25,8,56.53,0.0,General,0.27
HNDFDS,501.5,576.72,8,54.89,0.0,General,0.51
HOMEFIRST,1059.8,1218.77,8,57.35,0.0,General,0.32
HONASA,332.35,382.2,6,71.12,0.0,General,8.74
HONAUT,27760.0,31924.0,4,42.52,0.0,General,1.75
HONDAPOWER,2129.0,2448.35,8,57.0,0.0,General,0.79
HPAL,34.87,40.1,8,57.3,0.0,General,0.43
HPIL,125.45,144.27,8,56.86,0.0,General,1.95
HPL,320.8,368.92,8,55.71,0.0,General,0.86
HSCL,464.8,534.52,8,55.53,0.0,General,1.18
HTMEDIA,23.21,26.69,8,61.11,0.0,General,1.27
HUBTOWN,199.48,229.4,8,51.3,0.0,General,0.48
HUDCO,181.93,209.22,8,55.44,0.0,General,0.78
HUHTAMAKI,175.24,201.53,8,56.13,0.0,General,0.39
HYBRIDFIN,20.21,23.24,6,66.39,0.0,General,1.64
HYUNDAI,1768.3,2033.55,2,33.68,0.0,General,1.26
ICDSLTD,43.12,49.59,4,50.93,0.0,General,0.09
ICEMAKE,767.2,882.28,10,53.1,0.0,General,0.58
ICICIBANK,1281.3,1473.5,8,50.01,0.0,General,1.17
ICICIGI,1768.6,2033.89,6,45.79,0.0,General,1.13
ICICIPRULI,541.95,623.24,4,40.69,0.0,General,0.88
ICIL,243.46,279.98,6,45.29,0.0,General,1.26
ICRA,5289.5,6082.92,8,48.21,0.0,General,0.39
IDBI,72.1,82.91,4,38.07,0.0,General,0.52
IDEA,9.12,10.49,8,45.57,0.0,General,0.76
IDEAFORGE,429.85,494.33,8,55.84,0.0,General,0.87
IDFCFIRSTB,65.28,75.07,8,48.64,0.0,General,0.55
IEX,129.69,149.14,6,60.17,0.0,General,0.73
IFBAGRO,873.1,1004.06,6,58.2,0.0,General,1.6
IFBIND,1040.2,1196.23,8,52.5,0.0,General,0.74
IFCI,56.03,64.43,10,54.48,0.0,General,1.62
IFGLEXPOR,168.86,194.19,6,62.56,0.0,General,1.75
IGARASHI,312.25,359.09,8,47.16,0.0,General,0.9
IGIL,337.0,387.55,8,56.61,0.0,General,0.37
IGL,155.1,178.37,8,49.43,0.0,General,1.52
IGPL,400.75,460.86,6,61.47,0.0,General,2.04
IIFL,443.2,509.68,4,40.96,0.0,General,0.97
IIFLCAPS,274.82,316.04,8,47.3,0.0,General,1.29
IITL,142.13,163.45,6,63.12,0.0,General,3.14
IKIO,138.85,159.68,8,60.55,0.0,General,1.27
IKS,1477.3,1698.9,6,60.32,0.0,General,0.32
IL&FSENGG,26.7,30.71,6,62.04,0.0,General,0.29
IL&FSTRANS,2.12,2.44,8,47.53,0.0,General,0.5
IMAGICAA,46.18,53.11,8,63.24,0.0,General,0.47
IMFA,1367.1,1572.16,8,63.37,0.0,General,1.08
IMPAL,1002.6,1152.99,8,50.83,0.0,General,0.95
IMPEXFERRO,1.52,1.75,6,47.3,0.0,General,0.8
INCREDIBLE,33.82,38.89,8,54.57,0.0,General,0.26
INDBANK,32.18,37.01,8,49.41,0.0,General,1.07
INDGN,490.25,563.79,6,59.87,0.0,General,0.56
INDHOTEL,629.1,723.46,8,52.38,0.0,General,0.62
INDIACEM,377.9,434.58,8,51.53,0.0,General,0.74
INDIAGLYCO,901.7,1036.96,8,53.72,0.0,General,0.65
INDIAMART,2100.2,2415.23,8,52.98,0.0,General,2.44
INDIANB,941.85,1083.13,10,56.49,0.0,General,1.01
INDIANCARD,194.38,223.54,8,55.82,0.0,General,0.86
INDIANHUME,327.2,376.28,8,50.34,0.0,General,0.6
INDIASHLTR,764.05,878.66,8,56.39,0.0,General,1.0
INDIGO,4449.1,5116.47,8,52.41,0.0,General,0.84
INDIGOPNTS,789.7,908.16,8,45.64,0.0,General,0.61
INDNIPPON,755.6,868.94,8,50.78,0.0,General,0.55
INDOAMIN,103.4,118.91,8,55.74,0.0,General,1.36
INDOBORAX,254.3,292.45,6,68.15,0.0,General,0.41
INDOCO,201.42,231.63,8,56.61,0.0,General,0.43
INDOFARM,142.08,163.39,6,60.25,0.0,General,0.77
INDORAMA,34.97,40.22,8,54.68,0.0,General,0.25
INDOSTAR,215.4,247.71,8,57.44,0.0,General,0.32
INDOTECH,1322.0,1520.3,8,50.99,0.0,General,1.3
INDOTHAI,290.1,333.62,10,62.83,0.0,General,1.01
INDOUS,106.96,123.0,8,45.57,0.0,General,0.32
INDOWIND,8.69,9.99,8,49.1,0.0,General,1.04
INDRAMEDCO,428.65,492.95,8,59.48,0.0,General,1.06
INDSWFTLAB,143.23,164.71,10,53.76,0.0,General,3.54
INDTERRAIN,31.91,36.7,8,57.19,0.0,General,0.25
INDUSINDBK,814.55,936.73,8,46.5,0.0,General,0.55
INDUSTOWER,438.45,504.22,10,52.12,0.0,General,0.82
INFOBEAN,157.48,181.1,8,52.78,0.0,General,0.85
INFOMEDIA,6.12,7.04,4,68.23,0.0,General,0.75
INFY,1331.6,1531.34,8,54.21,0.0,General,1.21
INGERRAND,3797.6,4367.24,10,57.5,0.0,General,0.94
INNOVACAP,680.8,782.92,4,46.97,0.0,General,1.25
INNOVANA,375.9,432.28,8,52.29,0.0,General,0.3
INOXGREEN,151.79,174.56,8,50.93,0.0,General,0.34
INOXINDIA,1223.9,1407.49,10,56.27,0.0,General,1.28
INOXWIND,85.39,98.2,8,51.01,0.0,General,0.66
INSECTICID,640.9,737.04,8,61.61,0.0,General,1.22
INSPIRISYS,83.64,96.19,8,56.92,0.0,General,0.12
INTELLECT,671.7,772.46,8,49.63,0.0,General,0.59
INTENTECH,100.91,116.05,8,58.71,0.0,General,0.21
INTERARCH,1889.1,2172.46,8,55.64,0.0,General,0.72
INTLCONV,72.94,83.88,8,53.55,0.0,General,0.75
INVENTURE,1.09,1.25,8,59.0,0.0,General,1.01
IOB,34.06,39.17,8,53.47,0.0,General,0.6
IOC,141.67,162.92,4,41.15,0.0,General,0.87
IOLCP,80.84,92.97,8,60.82,0.0,General,0.89
IONEXCHANG,370.6,426.19,8,58.52,0.0,General,0.39
IPCALAB,1449.9,1667.39,4,38.55,0.0,General,0.29
IPL,145.76,167.62,8,53.04,0.0,General,0.5
IRB,20.89,24.02,6,50.28,0.0,General,0.45
IRCON,133.43,153.44,8,52.21,0.0,General,0.87
IRCTC,531.55,611.28,8,46.78,0.0,General,0.71
IREDA,123.13,141.6,6,57.9,0.0,General,1.13
IRFC,98.49,113.26,8,51.95,0.0,General,0.98
IRIS,235.67,271.02,8,48.63,0.0,General,0.69
IRISDOREME,32.09,36.9,8,55.51,0.0,General,0.61
IRMENERGY,195.31,224.61,6,44.62,0.0,General,0.84
ISFT,68.31,78.56,8,51.76,0.0,General,0.5
ISGEC,952.95,1095.89,10,63.44,0.0,General,0.97
ISHANCH,54.58,62.77,8,49.77,0.0,General,0.24
ITC,303.0,348.45,8,50.03,0.0,General,0.71
ITCHOTELS,151.37,174.08,8,45.51,0.0,General,0.73
ITDC,529.35,608.75,4,66.87,0.0,General,18.81
ITI,297.39,342.0,6,63.72,0.0,General,7.03
IVC,7.27,8.36,8,56.05,0.0,General,0.57
IVP,133.95,154.04,8,54.45,0.0,General,0.36
IXIGO,170.15,195.67,8,46.54,0.0,General,1.73
IZMO,709.25,815.64,8,50.73,0.0,General,0.69
J&KBANK,121.57,139.81,10,56.22,0.0,General,0.99
JAGRAN,66.45,76.42,4,67.31,0.0,General,1.39
JAGSNPHARM,193.5,222.52,6,67.41,0.0,General,0.25
JAIBALAJI,62.09,71.4,8,51.05,0.0,General,0.61
JAICORPLTD,104.02,119.62,8,53.54,0.0,General,0.4
JAIPURKURT,30.23,34.76,8,51.16,0.0,General,0.28
JAMNAAUTO,121.95,140.24,10,49.53,0.0,General,1.05
JASH,398.65,458.45,8,58.92,0.0,General,0.47
JAYAGROGN,189.64,218.09,8,59.49,0.0,General,0.48
JAYBARMARU,88.42,101.68,8,50.39,0.0,General,1.3
JAYNECOIND,82.07,94.38,8,61.95,0.0,General,1.22
JAYSREETEA,81.86,94.14,8,52.65,0.0,General,0.59
JBCHEPHARM,1970.2,2265.73,4,41.41,0.0,General,0.84
JBMA,604.95,695.69,8,60.81,0.0,General,1.38
JETFREIGHT,17.74,20.4,10,51.83,0.0,General,0.42
JGCHEM,352.9,405.83,8,54.61,0.0,General,0.52
JHS,8.71,10.02,8,54.36,0.0,General,0.28
JINDALPHOT,1134.05,1304.16,8,47.9,0.0,General,0.16
JINDALPOLY,810.5,932.08,6,53.13,0.0,General,0.23
JINDALSAW,202.31,232.66,10,59.86,0.0,General,0.23
JINDALSTEL,1199.6,1379.54,10,55.85,0.0,General,1.11
JINDRILL,532.55,612.43,8,57.09,0.0,General,0.5
JINDWORLD,24.24,27.88,6,59.01,0.0,General,4.44
JIOFIN,238.84,274.67,8,48.69,0.0,General,1.18
JISLDVREQS,23.39,26.9,8,58.18,0.0,General,0.46
JISLJALEQS,31.85,36.63,8,50.65,0.0,General,0.58
JITFINFRA,324.35,373.0,10,52.24,0.0,General,0.36
JKCEMENT,5539.0,6369.85,6,58.57,0.0,General,0.71
JKIL,468.45,538.72,4,44.22,0.0,General,0.6
JKLAKSHMI,614.5,706.68,8,47.64,0.0,General,0.49
JKPAPER,344.55,396.23,8,54.87,0.0,General,0.54
JKTYRE,421.1,484.27,8,46.9,0.0,General,1.13
JLHL,1238.7,1424.5,4,46.08,0.0,General,0.45
JMA,81.87,94.15,8,50.69,0.0,General,0.27
JMFINANCIL,130.32,149.87,6,56.69,0.0,General,1.54
JNKINDIA,264.97,304.72,8,61.31,0.0,General,0.43
JOCIL,112.99,129.94,8,48.89,0.0,General,0.52
JPOLYINVST,1098.7,1263.5,6,46.21,0.0,General,0.23
JPPOWER,16.81,19.33,8,63.17,0.0,General,1.07
JSFB,391.05,449.71,8,57.97,0.0,General,0.74
JSL,757.1,870.66,8,55.83,0.0,General,0.97
JSLL,650.85,748.48,8,57.13,0.0,General,0.32
JSWENERGY,489.15,562.52,4,49.25,0.0,General,0.74
JSWHL,12948.0,14890.2,2,38.68,0.0,General,1.16
JSWINFRA,256.7,295.21,8,53.04,0.0,General,1.6
JSWSTEEL,1209.7,1391.15,10,56.41,0.0,General,1.16
JTEKTINDIA,130.94,150.58,8,51.28,0.0,General,1.17
JTLIND,65.8,75.67,4,66.26,0.0,General,8.32
JUBLCPL,1736.1,1996.51,8,51.42,0.0,General,0.35
JUBLFOOD,427.85,492.03,2,39.04,0.0,General,0.73
JUBLINGREA,638.85,734.68,6,63.31,0.0,General,0.65
JUBLPHARMA,879.0,1010.85,8,55.63,0.0,General,1.19
JUNIPER,212.59,244.48,8,53.21,0.0,General,0.49
JUSTDIAL,566.55,651.53,6,57.9,0.0,General,0.81
JWL,268.91,309.25,8,50.61,0.0,General,0.69
JYOTHYLAB,221.45,254.67,8,49.96,0.0,General,0.5
JYOTICNC,808.0,929.2,8,56.05,0.0,General,0.36
JYOTISTRUC,11.55,13.28,8,57.57,0.0,General,0.78
KABRAEXTRU,227.06,261.12,8,54.85,0.0,General,0.95
KAJARIACER,1094.4,1258.56,6,68.41,0.0,General,1.58
KAKATCEM,100.52,115.6,8,49.22,0.0,General,0.68
KALAMANDIR,94.26,108.4,4,41.87,0.0,General,1.04
KALYANIFRG,575.2,661.48,8,47.9,0.0,General,3.63
KALYANKJIL,446.1,513.02,4,66.25,0.0,General,1.24
KAMATHOTEL,169.62,195.06,6,46.78,0.0,General,0.53
KAMDHENU,21.6,24.84,8,55.33,0.0,General,0.65
KAMOPAINTS,5.46,6.28,4,68.25,0.0,General,1.65
KANANIIND,1.75,2.01,4,69.78,0.0,General,2.26
KANORICHEM,69.54,79.97,6,58.55,0.0,General,0.75
KANPRPLA,187.1,215.17,8,55.23,0.0,General,0.66
KANSAINER,185.3,213.1,8,52.36,0.0,General,0.23
KAPSTON,283.65,326.2,6,39.86,0.0,General,0.3
KARMAENG,41.41,47.62,6,56.4,0.0,General,1.62
KARURVYSYA,277.65,319.3,8,45.64,0.0,General,0.87
KAUSHALYA,829.25,953.64,8,53.29,0.0,General,0.47
KAVDEFENCE,61.24,70.43,8,53.01,0.0,General,1.84
KAYA,258.26,297.0,4,38.38,0.0,General,2.25
KAYNES,3851.5,4429.22,8,55.75,0.0,General,1.04
KCP,157.97,181.67,8,60.58,0.0,General,0.32
KCPSUGIND,24.32,27.97,8,57.12,0.0,General,0.32
KDDL,2284.6,2627.29,8,52.45,0.0,General,0.49
KEC,578.2,664.93,6,56.6,0.0,General,7.52
KECL,98.48,113.25,4,67.47,0.0,General,0.43
KEEPLEARN,1.96,2.25,8,55.32,0.0,General,1.0
KEI,4416.9,5079.43,10,53.12,0.0,General,0.92
KELLTONTEC,14.71,16.92,2,39.7,0.0,General,0.95
KERNEX,1108.6,1274.89,6,60.46,0.0,General,1.08
KESORAMIND,10.93,12.57,6,66.15,0.0,General,4.11
KEYFINSERV,271.53,312.26,8,57.9,0.0,General,1.08
KFINTECH,892.25,1026.09,4,43.55,0.0,General,1.97
KHADIM,88.54,101.82,4,36.15,0.0,General,1.4
KHAICHEM,52.74,60.65,8,50.3,0.0,General,1.31
KHAITANLTD,103.47,118.99,8,57.81,0.0,General,2.03
KHANDSE,15.3,17.6,6,46.36,0.0,General,0.12
KICL,4578.7,5265.51,8,53.32,0.0,General,0.56
KILITCH,131.27,150.96,2,32.96,0.0,General,1.15
KIMS,662.0,761.3,8,52.5,0.0,General,0.43
KINGFA,4294.9,4939.13,10,56.66,0.0,General,1.18
KIOCL,351.65,404.4,8,56.95,0.0,General,0.21
KIRIINDUS,397.45,457.07,8,50.84,0.0,General,0.52
KIRLOSBROS,1530.2,1759.73,8,52.58,0.0,General,1.3
KIRLOSENG,1457.9,1676.59,10,58.24,0.0,General,0.88
KIRLOSIND,2899.3,3334.2,8,54.19,0.0,General,0.67
KIRLPNU,1174.7,1350.9,6,63.79,0.0,General,0.69
KITEX,165.56,190.39,8,50.88,0.0,General,0.81
KKCL,458.85,527.68,8,50.67,0.0,General,0.95
KMEW,1701.2,1956.38,10,57.66,0.0,General,1.36
KMSUGAR,27.12,31.19,8,64.95,0.0,General,0.82
KNAGRI,220.47,253.54,6,69.88,0.0,General,2.4
KNRCON,117.8,135.47,6,45.03,0.0,General,0.26
KOHINOOR,24.2,27.83,8,57.17,0.0,General,0.66
KOKUYOCMLN,80.8,92.92,8,55.54,0.0,General,0.31
KOLTEPATIL,322.8,371.22,8,48.41,0.0,General,0.9
KOPRAN,156.02,179.42,6,71.89,0.0,General,2.61
KOTAKBANK,371.9,427.68,8,46.07,0.0,General,0.52
KOTARISUG,24.46,28.13,8,53.01,0.0,General,0.51
KOTHARIPET,119.15,137.02,8,58.2,0.0,General,0.6
KOTHARIPRO,66.61,76.6,8,55.46,0.0,General,0.29
KOTYARK,366.5,421.48,6,58.22,0.0,General,0.24
KPEL,295.39,339.7,8,56.22,0.0,General,0.74
KPIGREEN,404.15,464.77,8,57.01,0.0,General,0.44
KPIL,1143.0,1314.45,8,56.05,0.0,General,0.48
KPITTECH,716.05,823.46,8,48.69,0.0,General,0.85
KPRMILL,859.75,988.71,8,51.72,0.0,General,1.01
KRBL,325.95,374.84,8,55.53,0.0,General,0.77
KREBSBIO,57.33,65.93,8,57.26,0.0,General,0.25
KRIDHANINF,2.46,2.83,8,47.71,0.0,General,1.27
KRISHANA,584.35,672.0,8,68.9,0.0,General,2.04
KRISHIVAL,320.3,368.34,8,49.94,0.0,General,0.31
KRISHNADEF,915.3,1052.59,8,47.27,0.0,General,0.51
KRITI,81.24,93.43,8,55.6,0.0,General,1.01
KRITIKA,5.99,6.89,8,55.64,0.0,General,0.54
KRITINUT,66.53,76.51,8,54.34,0.0,General,0.38
KRN,964.2,1108.83,8,61.5,0.0,General,0.84
KRONOX,131.89,151.67,8,62.74,0.0,General,0.62
KROSS,184.74,212.45,8,54.25,0.0,General,0.79
KRSNAA,592.65,681.55,8,49.51,0.0,General,0.4
KRYSTAL,545.5,627.32,6,46.15,0.0,General,0.44
KSB,860.4,989.46,8,70.81,0.0,General,0.68
KSCL,908.7,1045.01,4,67.15,0.0,General,1.03
KSHITIJPOL,2.6,2.99,6,62.49,0.0,General,0.74
KSL,648.75,746.06,6,46.72,0.0,General,0.82
KSOLVES,305.93,351.82,10,59.69,0.0,General,0.68
KTKBANK,243.69,280.24,6,65.61,0.0,General,1.22
KUANTUM,78.41,90.17,8,51.21,0.0,General,0.6
LAGNAM,65.29,75.08,8,48.92,0.0,General,0.69
LAKPRE,5.6,6.44,8,62.17,0.0,General,1.94
LAL,7.83,9.0,6,60.14,0.0,General,0.45
LALPATHLAB,1395.2,1604.48,8,58.96,0.0,General,0.85
LAMBODHARA,102.44,117.81,8,55.82,0.0,General,0.26
LANCORHOL,24.88,28.61,8,63.03,0.0,General,0.7
LANDMARK,417.9,480.58,8,60.65,0.0,General,0.95
LAOPALA,172.98,198.93,2,38.72,0.0,General,1.09
LASA,7.56,8.69,8,55.83,0.0,General,1.29
LATENTVIEW,298.15,342.87,8,48.9,0.0,General,0.17
LATTEYS,21.77,25.04,8,60.44,0.0,General,1.55
LAURUSLABS,1083.7,1246.25,10,61.5,0.0,General,0.49
LAXMICOT,14.35,16.5,6,54.29,0.0,General,0.82
LAXMIDENTL,190.22,218.75,8,55.86,0.0,General,0.61
LCCINFOTEC,5.08,5.84,10,53.76,0.0,General,0.26
LEMERITE,448.95,516.29,10,51.07,0.0,General,0.13
LEMONTREE,113.45,130.47,8,54.42,0.0,General,0.73
LEXUS,22.35,25.7,2,27.39,0.0,General,2.1
LFIC,133.22,153.2,8,56.33,0.0,General,12.3
LGBBROSLTD,1769.2,2034.58,10,50.65,0.0,General,1.83
LGHL,239.02,274.87,4,40.01,0.0,General,0.69
LIBAS,10.86,12.49,6,62.32,0.0,General,0.51
LIBERTSHOE,256.92,295.46,8,56.02,0.0,General,0.29
LICHSGFIN,532.3,612.14,8,59.62,0.0,General,0.48
LICI,793.4,912.41,8,52.02,0.0,General,1.14
LIKHITHA,237.43,273.04,6,77.14,0.0,General,0.53
LINC,99.78,114.75,8,48.56,0.0,General,0.83
LINCOLN,547.85,630.03,4,39.44,0.0,General,0.7
LINDEINDIA,7183.5,8261.02,8,55.12,0.0,General,0.35
LLOYDSENGG,48.87,56.2,6,60.92,0.0,General,0.79
LLOYDSENT,61.11,70.28,4,70.62,0.0,General,1.06
LLOYDSME,1487.0,1710.05,8,71.53,0.0,General,0.58
LMW,13372.0,15377.8,6,46.88,0.0,General,0.38
LODHA,789.55,907.98,6,44.94,0.0,General,0.71
LOKESHMACH,221.32,254.52,8,65.92,0.0,General,0.58
LORDSCHLO,141.71,162.97,4,65.72,0.0,General,0.53
LOTUSEYE,108.86,125.19,10,52.21,0.0,General,0.26
LOVABLE,68.25,78.49,8,53.75,0.0,General,0.74
LOYALTEX,202.6,232.99,8,50.86,0.0,General,0.72
LPDC,7.99,9.19,6,79.52,0.0,General,1.35
LT,3896.2,4480.63,10,55.6,0.0,General,0.9
LTF,272.18,313.01,10,53.98,0.0,General,0.8
LTFOODS,405.15,465.92,8,56.55,0.0,General,0.45
LTTS,3333.2,3833.18,8,49.99,0.0,General,0.26
LUMAXIND,5304.0,6099.6,10,53.41,0.0,General,0.7
LUMAXTECH,1725.6,1984.44,10,59.84,0.0,General,1.07
LUPIN,2295.1,2639.37,6,50.83,0.0,General,1.97
LUXIND,1232.3,1417.15,6,69.6,0.0,General,0.56
LXCHEM,124.16,142.78,8,52.17,0.0,General,0.53
LYKALABS,58.23,66.96,8,53.21,0.31,Healthcare,0.19
LYPSAGEMS,5.29,6.08,6,61.82,0.0,Consumer Cyclical,0.98
M&M,3166.8,3641.82,8,50.52,1.32,Consumer Cyclical,0.76
M&MFIN,296.1,340.52,2,39.96,4.35,Financial Services,1.11
MAANALU,136.14,156.56,10,54.13,0.44,Basic Materials,1.23
MACPOWER,987.55,1135.68,8,64.74,0.01,Industrials,0.61
MADHAV,35.43,40.74,8,54.64,0.09,Industrials,0.24
MADHUCON,5.06,5.82,6,64.91,0.0,Industrials,2.74
MADRASFERT,66.63,76.62,6,57.34,23.64,Basic Materials,1.52
MAGADSUGAR,479.95,551.94,8,57.92,0.41,Consumer Defensive,0.46
MAGNUM,21.61,24.85,8,58.59,0.39,Basic Materials,0.47
MAHABANK,70.03,80.53,10,58.21,0.0,General,0.77
MAHAPEXLTD,47.59,54.73,2,33.57,0.0,General,0.42
MAHASTEEL,944.6,1086.29,6,57.45,0.0,General,0.14
MAHEPC,110.33,126.88,8,50.63,0.0,General,0.43
MAHESHWARI,46.19,53.12,8,62.39,0.0,General,0.1
MAHLIFE,341.4,392.61,8,50.21,0.0,General,0.4
MAHLOG,381.6,438.84,10,54.64,0.0,General,0.64
MAHSCOOTER,13124.0,15092.6,8,58.84,0.0,General,0.88
MAHSEAMLES,608.6,699.89,8,66.11,0.0,General,0.68
MAITHANALL,935.65,1076.0,8,50.8,0.0,General,0.71
MALLCOM,1085.7,1248.55,8,54.18,0.0,General,0.17
MALUPAPER,32.57,37.46,8,53.88,0.0,General,0.4
MAMATA,361.95,416.24,8,47.38,0.0,General,0.55
MANAKALUCO,26.7,30.71,8,51.02,0.0,General,1.76
MANAKCOAT,105.02,120.77,4,43.45,0.0,General,0.1
MANAKSIA,55.46,63.78,8,56.73,0.0,General,0.57
MANAKSTEEL,57.34,65.94,8,57.44,0.0,General,0.37
MANALIPETC,53.26,61.25,6,62.14,0.0,General,2.31
MANAPPURAM,262.95,302.39,8,48.11,0.0,General,0.79
MANBA,107.62,123.76,4,41.68,0.0,General,1.39
MANCREDIT,176.12,202.54,6,60.35,0.0,General,0.54
MANGALAM,31.97,36.77,8,55.36,0.0,General,0.95
MANGLMCEM,868.65,998.95,10,59.39,0.0,General,0.57
MANINDS,439.35,505.25,10,64.76,0.0,General,0.95
MANINFRA,92.18,106.01,8,47.48,0.0,General,0.27
MANKIND,2054.2,2362.33,6,48.42,0.0,General,0.38
MANOMAY,225.21,258.99,10,52.38,0.0,General,0.54
MANORAMA,1277.4,1469.01,8,49.3,0.0,General,1.05
MANORG,422.1,485.42,8,56.5,0.0,General,1.3
MANUGRAPH,13.65,15.7,8,54.17,0.0,General,0.29
MANYAVAR,387.25,445.34,8,52.64,0.0,General,0.5
MAPMYINDIA,924.4,1063.06,8,46.06,0.0,General,0.54
MARALOVER,43.0,49.45,8,56.96,0.0,General,0.63
MARATHON,443.5,510.02,8,56.3,0.0,General,0.46
MARICO,747.35,859.45,8,46.63,0.0,General,0.87
MARINE,190.9,219.53,8,58.79,0.0,General,1.04
MARKSANS,174.98,201.23,8,55.98,0.0,General,0.75
MARUTI,13589.0,15627.35,8,54.64,0.0,General,0.85
MASFIN,310.15,356.67,8,53.55,0.0,General,0.49
MASKINVEST,130.05,149.56,8,48.33,0.0,General,0.24
MASTEK,1609.6,1851.04,8,55.44,0.0,General,0.72
MASTERTR,71.94,82.73,8,47.7,0.0,General,0.21
MATRIMONY,435.95,501.34,8,52.73,0.0,General,0.17
MAWANASUG,94.97,109.22,10,62.51,0.0,General,0.56
MAXESTATES,369.3,424.69,8,51.9,0.0,General,0.78
MAXHEALTH,954.95,1098.19,2,40.24,0.0,General,1.1
MAXIND,149.13,171.5,8,52.41,0.0,General,1.06
MAYURUNIQ,552.45,635.32,10,57.62,0.0,General,0.56
MAZDA,191.56,220.29,8,54.18,0.0,General,0.41
MAZDOCK,2435.5,2800.82,8,56.59,0.0,General,1.16
MBAPL,540.1,621.11,8,72.9,0.0,General,0.47
MBLINFRA,25.6,29.44,8,57.44,0.0,General,0.24
MCL,63.64,73.19,10,52.03,0.0,General,1.59
MCLEODRUSS,39.28,45.17,8,57.72,0.0,General,0.44
MCLOUD,26.13,30.05,4,65.65,0.0,General,1.37
MCX,2657.5,3056.12,10,61.28,0.0,General,0.96
MEDANTA,1050.4,1207.96,8,50.51,0.0,General,0.63
MEDIASSIST,353.7,406.76,8,55.37,0.0,General,0.36
MEDICAMEQ,236.95,272.49,4,35.84,0.0,General,0.23
MEDICO,38.09,43.8,8,45.57,0.0,General,0.22
MEDPLUS,855.75,984.11,10,56.48,0.0,General,6.66
MEGASTAR,273.3,314.29,8,69.05,0.0,General,0.17
MENONBE,114.05,131.16,4,49.06,0.0,General,0.33
MEP,0.86,0.99,4,16.7,0.0,General,0.15
METROBRAND,996.6,1146.09,6,56.69,0.0,General,0.61
METROPOLIS,456.9,525.43,8,53.81,0.0,General,0.19
MFML,22.82,26.24,6,49.07,0.0,General,0.34
MFSL,1607.4,1848.51,8,48.95,0.0,General,1.01
MGEL,11.92,13.71,8,55.69,0.0,General,0.3
MGL,1040.25,1196.29,8,56.07,0.0,General,0.76
MHLXMIRU,164.53,189.21,8,45.9,0.0,General,0.17
MHRIL,247.14,284.21,4,40.25,0.0,General,2.3
MICEL,38.56,44.34,6,61.99,0.0,General,1.66
MIDHANI,320.45,368.52,8,51.69,0.0,General,0.83
MINDACORP,514.4,591.56,8,48.07,0.0,General,0.96
MINDTECK,180.72,207.83,8,50.98,0.0,General,0.55
MIRCELECTR,31.3,35.99,6,66.02,0.0,General,1.04
MIRZAINT,31.06,35.72,8,51.63,0.0,General,1.22
MITCON,70.19,80.72,6,72.12,0.0,General,0.52
MITTAL,0.98,1.13,8,55.71,0.0,General,0.61
MKPL,5.07,5.83,8,52.63,0.0,General,3.52
MMFL,440.75,506.86,10,55.08,0.0,General,0.77
MMP,235.49,270.81,8,56.33,0.0,General,0.41
MMTC,58.76,67.57,8,52.83,0.0,General,0.22
MOBIKWIK,182.63,210.02,8,50.81,0.0,General,1.77
MODIRUBBER,119.41,137.32,6,58.02,0.0,General,0.58
MODISONLTD,135.25,155.54,8,55.97,0.0,General,0.49
MODTHREAD,49.33,56.73,10,58.57,0.0,General,0.21
MOHITIND,22.92,26.36,8,53.46,0.0,General,0.22
MOIL,300.35,345.4,8,54.22,0.0,General,0.54
MOKSH,10.39,11.95,8,45.43,0.0,General,0.27
MOL,48.48,55.75,8,55.28,0.55,Basic Materials,0.7
MOLDTECH,124.52,143.2,8,53.2,0.04,Industrials,0.76
MOLDTKPAC,546.1,628.01,8,54.99,0.34,Consumer Cyclical,0.54
MONARCH,289.08,332.44,8,59.58,0.01,Financial Services,0.6
MONTECARLO,526.15,605.07,8,51.26,0.89,Consumer Cyclical,0.61
MORARJEE,7.1,8.16,8,57.88,0.0,Consumer Cyclical,0.97
MOREPENLAB,39.61,45.55,8,54.14,0.13,Healthcare,0.94
